"","Palavra","Dimensao","Media","DP"
"1168","PÂNTANO","Ativacao",4.33,2.7
"1169","PAPEL","Valencia",7.29,2.08
"1170","PAPEL","Ativacao",3.85,2.93
"1171","PAQUERAR","Valencia",7.99,1.51
"1172","PAQUERAR","Ativacao",4.45,3.06
"1173","PARAÍSO","Valencia",7.07,2.1
"1174","PARAÍSO","Ativacao",4.79,3.23
"1175","PARALISIA","Valencia",1.86,1.69
"1176","PARALISIA","Ativacao",5.77,3.24
"1177","PARTE","Valencia",6.43,2.17
"1178","PARTE","Ativacao",3.32,2.44
"1179","PASSAGEM","Valencia",5,2.52
"1180","PASSAGEM","Ativacao",4.01,2.77
"1181","PÁSSARO","Valencia",7.11,2.06
"1182","PÁSSARO","Ativacao",4.06,2.76
"1183","PATENTE","Valencia",4.77,1.91
"1184","PATENTE","Ativacao",3.23,2.41
"1185","PATRIOTA","Valencia",6.21,1.97
"1186","PATRIOTA","Ativacao",3.7,2.7
"1187","PAZ","Valencia",8.64,1.14
"1188","PAZ","Ativacao",3.71,3.5
"1189","PAZINHA","Valencia",4.41,1.73
"1190","PAZINHA","Ativacao",3.76,2.47
"1191","PÉ","Valencia",5.99,2.4
"1192","PÉ","Ativacao",2.91,2.48
"1193","PECADO","Valencia",3.29,2.14
"1194","PECADO","Ativacao",4.23,2.82
"1195","PECAMINOSO","Valencia",3.43,2.09
"1196","PECAMINOSO","Ativacao",4.72,2.74
"1197","PEÇONHA","Valencia",4.67,2.28
"1198","PEÇONHA","Ativacao",4.33,2.56
"1199","PEDINTE","Valencia",3.23,2.11
"1200","PEDINTE","Ativacao",4.85,2.58
"1201","PEITO","Valencia",6.22,1.75
"1202","PEITO","Ativacao",4.91,2.61
"1203","PEIXE","Valencia",6.45,2.32
"1204","PEIXE","Ativacao",3.14,2.33
"1205","PELADO","Valencia",4.72,2.35
"1206","PELADO","Ativacao",4.73,2.69
"1207","PÊLO","Valencia",4.29,1.8
"1208","PÊLO","Ativacao",3.65,2.3
"1209","PENALIDADE","Valencia",5.43,2.61
"1210","PENALIDADE","Ativacao",4.86,2.87
"1211","PENHASCO","Valencia",3.43,2.22
"1212","PENHASCO","Ativacao",5.21,3.08
"1213","PÊNIS","Valencia",6.85,1.78
"1214","PÊNIS","Ativacao",5.03,2.89
"1215","PENITENTE","Valencia",4.06,1.88
"1216","PENITENTE","Ativacao",4.01,2.55
"1217","PENSAMENTO","Valencia",4.88,3.09
"1218","PENSAMENTO","Ativacao",5,2.82
"1219","PENSATIVO","Valencia",5.99,2.23
"1220","PENSATIVO","Ativacao",4.36,2.75
"1221","PERDEDOR","Valencia",4.22,3.02
"1222","PERDEDOR","Ativacao",5.54,2.97
"1223","PERDIDO","Valencia",2.93,1.67
"1224","PERDIDO","Ativacao",5.17,2.55
"1225","PERFEIÇÃO","Valencia",6.85,2.3
"1226","PERFEIÇÃO","Ativacao",4.87,2.84
"1227","PERFUME","Valencia",8.2,1.24
"1228","PERFUME","Ativacao",4.33,3.31
"1229","PERIGO","Valencia",2.56,2.06
"1230","PERIGO","Ativacao",6.74,2.47
"1231","PERSEGUIR","Valencia",3.46,2.26
"1232","PERSEGUIR","Ativacao",5.5,2.63
"1233","PERTURBADO","Valencia",2.49,1.57
"1234","PERTURBADO","Ativacao",6.01,2.71
"1235","PERTURBAR","Valencia",2.32,1.58
"1236","PERTURBAR","Ativacao",5.35,2.96
"1237","PERVERTIDO","Valencia",3.35,2.32
"1238","PERVERTIDO","Ativacao",5.09,2.72
"1239","PESADELO","Valencia",2.11,1.88
"1240","PESADELO","Ativacao",5.92,3.11
"1241","PESAR","Valencia",3.41,2.4
"1242","PESAR","Ativacao",4.78,2.6
"1243","PESSOA","Valencia",7.85,1.61
"1244","PESSOA","Ativacao",4.46,2.98
"1245","PESTE","Valencia",2.17,1.67
"1246","PESTE","Ativacao",5.43,2.84
"1247","PIADA","Valencia",8.14,1.3
"1248","PIADA","Ativacao",4.45,3.07
"1249","PICADA","Valencia",2.58,1.53
"1250","PICADA","Ativacao",5.12,2.53
"1251","PIEDADE","Valencia",5.82,2.21
"1252","PIEDADE","Ativacao",4.08,2.53
"1253","PINTAR","Valencia",7.26,1.88
"1254","PINTAR","Ativacao",3.68,2.8
"1255","PIOLHO","Valencia",2.08,1.52
"1256","PIOLHO","Ativacao",5.08,3.17
"1257","PISCAR","Valencia",6.38,1.86
"1258","PISCAR","Ativacao",3.26,2.38
"1259","PISTOLA","Valencia",2.18,1.82
"1260","PISTOLA","Ativacao",5.83,3.03
"1261","PIZZA","Valencia",8.35,1.18
"1262","PIZZA","Ativacao",4.16,3.3
"1263","PLANÍCIE","Valencia",6.24,1.95
"1264","PLANÍCIE","Ativacao",3.17,2.43
"1265","PLANO","Valencia",7.11,1.91
"1266","PLANO","Ativacao",4.96,2.75
"1267","PLANTA","Valencia",7.83,1.53
"1268","PLANTA","Ativacao",3.22,2.74
"1269","POBREZA","Valencia",1.41,1.18
"1270","POBREZA","Ativacao",5.83,2.79
"1271","PODER","Valencia",5.53,2.58
"1272","PODER","Ativacao",5.39,2.63
"1273","SOLIDÃO","Valencia",1.58,1.28
"1274","SOLIDÃO","Ativacao",5.37,2.82
"1275","SOLITÁRIO","Valencia",2.47,2.09
"1276","SOLITÁRIO","Ativacao",5.28,2.95
"1277","SOMBRA","Valencia",6.19,2.15
"1278","SOMBRA","Ativacao",3.49,2.38
"1279","SOMBRINHA","Valencia",5.09,2.09
"1280","SOMBRINHA","Ativacao",3.78,2.32
"1281","SONHO","Valencia",7.59,1.93
"1282","SONHO","Ativacao",4.36,3.03
"1283","SONO","Valencia",6.1,2.63
"1284","SONO","Ativacao",3.22,2.74
"1285","SÓRDIDO","Valencia",2.9,2.1
"1286","SÓRDIDO","Ativacao",4.55,2.57
"1287","SORRISO","Valencia",8.5,1.33
"1288","SORRISO","Ativacao",4.15,3.49
"1289","SORTUDO","Valencia",7.46,2.01
"1290","SORTUDO","Ativacao",4.51,2.96
"1291","SOZINHO","Valencia",2.47,2.04
"1292","SOZINHO","Ativacao",4.96,3.03
"1293","SUAVE","Valencia",7.79,1.59
"1294","SUAVE","Ativacao",3.23,2.84
"1295","SUBJUGADO","Valencia",2.95,1.99
"1296","SUBJUGADO","Ativacao",5.36,2.69
"1297","SUCESSO","Valencia",8.25,1.51
"1298","SUCESSO","Ativacao",5.31,3.18
"1299","SUFOCAR","Valencia",2.05,1.85
"1300","SUFOCAR","Ativacao",6.61,2.59
"1301","SUICÍDIO","Valencia",1.35,1.44
"1302","SUICÍDIO","Ativacao",5.13,3.38
"1303","SUJEIRA","Valencia",1.9,1.83
"1304","SUJEIRA","Ativacao",5.86,2.82
"1305","SUJO","Valencia",2.43,1.99
"1306","SUJO","Ativacao",5.49,2.75
"1307","SURPRESO","Valencia",6.6,2.15
"1308","SURPRESO","Ativacao",5.36,2.49
"1309","SURRA","Valencia",1.94,1.95
"1310","SURRA","Ativacao",5.55,3.12
"1311","SUSPEITO","Valencia",3.14,2.08
"1312","SUSPEITO","Ativacao",5.64,2.49
"1313","TABACO","Valencia",2.04,1.86
"1314","TABACO","Ativacao",5.35,3.18
"1315","TALENTO","Valencia",8.31,1.2
"1316","TALENTO","Ativacao",5.04,3.29
"1317","TANQUE","Valencia",4.64,2.27
"1318","TANQUE","Ativacao",3.74,2.31
"1319","TAPA","Valencia",2.22,1.91
"1320","TAPA","Ativacao",6.19,2.59
"1321","TÁXI","Valencia",5.1,2.08
"1322","TÁXI","Ativacao",3.71,2.39
"1323","TECIDO","Valencia",5.97,1.91
"1324","TECIDO","Ativacao",3.37,1.88
"1325","TÉDIO","Valencia",2.69,2.01
"1326","TÉDIO","Ativacao",5.32,2.6
"1327","TELEVISÃO","Valencia",6.69,2.21
"1328","TELEVISÃO","Ativacao",4.21,2.76
"1329","TEMIDO","Valencia",4.23,2.02
"1330","TEMIDO","Ativacao",4.72,2.23
"1331","TEMÍVEL","Valencia",2.95,2.13
"1332","TEMÍVEL","Ativacao",5.72,2.44
"1333","TEMPERAMENTAL","Valencia",4.37,1.89
"1334","TEMPERAMENTAL","Ativacao",4.94,2.16
"1335","TEMPESTADE","Valencia",3.49,2.44
"1336","TEMPESTADE","Ativacao",5.53,2.84
"1337","TEMPO","Valencia",5.66,2.2
"1338","TEMPO","Ativacao",5.25,2.43
"1339","TÊNIS","Valencia",6.49,1.86
"1340","TÊNIS","Ativacao",2.83,2.13
"1341","TENSO","Valencia",2.52,1.61
"1342","TENSO","Ativacao",6.63,2.3
"1343","TEORIA","Valencia",5.65,1.93
"1344","TEORIA","Ativacao",3.45,2.28
"1345","TERMÔMETRO","Valencia",4.49,1.72
"1346","TERMÔMETRO","Ativacao",3.33,2.04
"1347","TERRA","Valencia",7.76,1.93
"1348","TERRA","Ativacao",4.09,2.92
"1349","TERRÍVEL","Valencia",2.12,1.68
"1350","TERRÍVEL","Ativacao",6.41,2.48
"1351","TERRORISTA","Valencia",1.45,1.15
"1352","TERRORISTA","Ativacao",6.35,2.88
"1353","TESOURA","Valencia",4.62,1.72
"1354","TESOURA","Ativacao",3.25,2.34
"1355","TESOURO","Valencia",7.6,1.92
"1356","TESOURO","Ativacao",4.61,3.16
"1357","TÍMIDO","Valencia",4.12,2.3
"1358","TÍMIDO","Ativacao",4.78,2.66
"1359","TINTA","Valencia",6.18,1.68
"1360","TINTA","Ativacao",2.78,2.36
"1361","TIO","Valencia",6.9,2.21
"1362","TIO","Ativacao",2.82,2.37
"1363","TOBOGÃ","Valencia",4.88,3.03
"1364","TOBOGÃ","Ativacao",5.59,2.93
"1365","TOLO","Valencia",2.71,1.62
"1366","TOLO","Ativacao",4.38,2.61
"1367","TORNADO","Valencia",2.41,1.73
"1368","TORNADO","Ativacao",5.89,2.8
"1369","TORNOZELO","Valencia",5.49,1.75
"1370","TORNOZELO","Ativacao",2.84,2.35
"1371","TORRE","Valencia",5.51,1.96
"1372","TORRE","Ativacao",3.82,2.56
"1373","TORTA","Valencia",7.71,1.76
"1374","TORTA","Ativacao",3.92,2.98
"1375","TORTURA","Valencia",1.32,0.9
"1376","TORTURA","Ativacao",7.35,2.37
"1377","TÓXICO","Valencia",1.8,1.68
"1378","TÓXICO","Ativacao",5.53,2.85
"1379","TRAGÉDIA","Valencia",1.38,0.98
"1380","TRAGÉDIA","Ativacao",7.09,2.36
"1381","TRAIDOR","Valencia",1.29,1.09
"1382","TRAIDOR","Ativacao",7.16,2.69
"1383","TRAIR","Valencia",1.4,1.12
"1384","TRAIR","Ativacao",7.24,2.59
"1385","TRANQUILAMENTE","Valencia",7.89,1.88
"1386","TRANQUILAMENTE","Ativacao",2.49,2.66
"1387","TRANQÜILO","Valencia",8.07,1.75
"1388","TRANQÜILO","Ativacao",2.22,2.26
"1389","TRATAR","Valencia",6.55,2.06
"1390","TRATAR","Ativacao",3.31,2.31
"1391","TRAUMA","Valencia",1.86,1.4
"1392","TRAUMA","Ativacao",6.43,2.61
"1393","TRAVESSEIRO","Valencia",8.19,1.56
"1394","TRAVESSEIRO","Ativacao",2.58,2.8
"1395","CACHOEIRA","Valencia",8.14,1.65
"1396","CACHOEIRA","Ativacao",3.84,3.35
"1397","CACHORRO","Valencia",7.98,1.46
"1398","CACHORRO","Ativacao",3.98,2.8
"1399","CADÁVER","Valencia",1.7,1.63
"1400","CADÁVER","Ativacao",6.08,2.95
"1401","CADEIA","Valencia",2.02,1.97
"1402","CADEIA","Ativacao",5.7,3.2
"1403","CADEIRA","Valencia",6.3,1.81
"1404","CADEIRA","Ativacao",2.76,1.72
"1405","CADERNO","Valencia",5.76,1.85
"1406","CADERNO","Ativacao",4.02,2.15
"1407","CAIXÃO","Valencia",1.92,1.85
"1408","CAIXÃO","Ativacao",6.08,3.13
"1409","CALOR","Valencia",6.14,2.68
"1410","CALOR","Ativacao",5.35,2.76
"1411","CAMA","Valencia",8.08,1.36
"1412","CAMA","Ativacao",3.28,2.93
"1413","CAMINHÃO","Valencia",4.96,1.76
"1414","CAMINHÃO","Ativacao",4.27,2.25
"1415","CAMPEÃO","Valencia",8.43,1.21
"1416","CAMPEÃO","Ativacao",5.03,3.34
"1417","CAMPO","Valencia",7.61,1.78
"1418","CAMPO","Ativacao",3.09,2.79
"1419","CANÇÃO","Valencia",8.35,1.53
"1420","CANÇÃO","Ativacao",3.7,3.31
"1421","CÂNCER","Valencia",1.49,1.19
"1422","CÂNCER","Ativacao",6.98,2.84
"1423","CANHÃO","Valencia",2.38,1.99
"1424","CANHÃO","Ativacao",5.78,2.62
"1425","CANSADO","Valencia",2.39,1.88
"1426","CANSADO","Ativacao",5.39,3.26
"1427","CAOS","Valencia",2.05,2
"1428","CAOS","Ativacao",6.51,2.79
"1429","CAPAZ","Valencia",7.63,1.88
"1430","CAPAZ","Ativacao",4.89,2.95
"1431","CARCAÇA","Valencia",3.75,2.23
"1432","CARCAÇA","Ativacao",4.29,2.72
"1433","CÁRCERE","Valencia",1.89,1.55
"1434","CÁRCERE","Ativacao",5.95,2.84
"1435","CARÍCIA","Valencia",8.78,0.58
"1436","CARÍCIA","Ativacao",4.42,3.51
"1437","CÁRIE","Valencia",2.27,1.92
"1438","CÁRIE","Ativacao",5.71,2.91
"1439","CARINHOSO","Valencia",8.73,0.8
"1440","CARINHOSO","Ativacao",4.42,3.52
"1441","CAROÇO","Valencia",3.81,1.83
"1442","CAROÇO","Ativacao",4.49,2.77
"1443","CARRO","Valencia",7.95,1.78
"1444","CARRO","Ativacao",4.36,3.19
"1445","CARTA","Valencia",7.02,2.05
"1446","CARTA","Ativacao",4.2,2.37
"1447","CASA","Valencia",8.14,1.58
"1448","CASA","Ativacao",3.35,2.99
"1449","CASAL","Valencia",7.84,1.91
"1450","CASAL","Ativacao",4.09,3.05
"1451","CASAMENTO","Valencia",7.59,2.03
"1452","CASAMENTO","Ativacao",4.57,3.27
"1453","CASSINO","Valencia",5.21,2.71
"1454","CASSINO","Ativacao",4.98,2.71
"1455","CAVALO","Valencia",6.89,1.93
"1456","CAVALO","Ativacao",3.24,2.68
"1457","CAVEIRA","Valencia",2.61,1.77
"1458","CAVEIRA","Ativacao",5.07,2.75
"1459","CÉDULA","Valencia",7.43,2.1
"1460","CÉDULA","Ativacao",4.76,2.86
"1461","CEFALÉIA","Valencia",2.92,1.89
"1462","CEFALÉIA","Ativacao",5.47,2.67
"1463","CEGO","Valencia",2.35,1.87
"1464","CEGO","Ativacao",4.68,2.65
"1465","CÉLULA","Valencia",5.06,2.06
"1466","CÉLULA","Ativacao",3.02,2.2
"1467","CEMITÉRIO","Valencia",2.22,1.9
"1468","CEMITÉRIO","Ativacao",5.27,3.06
"1469","CESTA","Valencia",6.06,1.71
"1470","CESTA","Ativacao",3.33,2.28
"1471","CÉTICO","Valencia",4.89,1.8
"1472","CÉTICO","Ativacao",3.61,1.96
"1473","CÉU","Valencia",8.1,1.21
"1474","CÉU","Ativacao",2.76,2.3
"1475","CHACINA","Valencia",1.43,1.48
"1476","CHACINA","Ativacao",6.86,2.78
"1477","CHALEIRA","Valencia",5.19,1.7
"1478","CHALEIRA","Ativacao",3.02,2.16
"1479","CHAMUSCAR","Valencia",4.46,2.1
"1480","CHAMUSCAR","Ativacao",4.24,2.37
"1481","CHANTAGEM","Valencia",1.61,1.44
"1482","CHANTAGEM","Ativacao",6.84,2.77
"1483","CHAPÉU","Valencia",6.16,1.85
"1484","CHAPÉU","Ativacao",2.54,1.74
"1485","CHARME","Valencia",7.63,1.77
"1486","CHARME","Ativacao",5.35,2.75
"1487","CHATEAÇÃO","Valencia",2.3,2.28
"1488","CHATEAÇÃO","Ativacao",6,2.7
"1489","CHAVE","Valencia",5.46,1.79
"1490","CHAVE","Ativacao",3.36,2.4
"1491","CHOCALHO","Valencia",5.73,1.94
"1492","CHOCALHO","Ativacao",3.12,2.29
"1493","CHOCOLATE","Valencia",8.08,1.4
"1494","CHOCOLATE","Ativacao",4.88,3.03
"1495","CHUTE","Valencia",4.4,2.4
"1496","CHUTE","Ativacao",4.27,2.75
"1497","CHUVA","Valencia",5.54,2.51
"1498","CHUVA","Ativacao",4.47,2.73
"1499","CICATRIZ","Valencia",3.23,1.99
"1500","CICATRIZ","Ativacao",3.98,2.6
"1501","CICLONE","Valencia",2.67,1.99
"1502","CICLONE","Ativacao",6.04,2.77
"1503","CIDADE","Valencia",6.41,2.12
"1504","CIDADE","Ativacao",4.71,2.7
"1505","CINEMA","Valencia",8.25,1.4
"1506","CINEMA","Ativacao",4.75,3.3
"1507","CIRCO","Valencia",6.77,2.08
"1508","CIRCO","Ativacao",3.1,2.49
"1509","CÍRCULO","Valencia",5.29,1.49
"1510","CÍRCULO","Ativacao",3.71,2.31
"1511","CIRURGIA","Valencia",2.85,2.34
"1512","CIRURGIA","Ativacao",5.81,2.8
"1513","CIÚME","Valencia",2.86,1.84
"1514","CIÚME","Ativacao",6.05,2.45
"1515","COBERTURA","Valencia",7.33,1.74
"1516","COBERTURA","Ativacao",3.57,3.08
"1517","COBRA","Valencia",2.68,1.86
"1518","COBRA","Ativacao",6.16,2.73
"1519","COELHINHO","Valencia",7.31,1.68
"1520","COELHINHO","Ativacao",2.83,2.5
"1521","COELHO","Valencia",6.96,1.7
"1522","COELHO","Ativacao",3.41,2.5
"1523","COFRE","Valencia",6.13,1.83
"1524","COFRE","Ativacao",3.63,2.84
"1525","COGUMELO","Valencia",5.35,1.64
"1526","COGUMELO","Ativacao",3.35,2.36
"1527","COLETE","Valencia",4.63,1.92
"1528","COLETE","Ativacao",3,2.33
"1529","COLISÃO","Valencia",2.4,1.75
"1530","COLISÃO","Ativacao",6.16,2.66
"1531","COLUNA","Valencia",4.65,2.1
"1532","COLUNA","Ativacao",3.92,3.03
"1533","COMÉDIA","Valencia",8.39,1.25
"1534","COMÉDIA","Ativacao",4.4,3.29
"1535","COMER","Valencia",7.42,2.22
"1536","COMER","Ativacao",4.58,2.94
"1537","COMPLACENTE","Valencia",4.71,1.5
"1538","COMPLACENTE","Ativacao",3.95,2.26
"1539","ESCORPIÃO","Valencia",3.53,2.11
"1540","ESCORPIÃO","Ativacao",4.61,2.91
"1541","ESCRAVO","Valencia",2.36,2.21
"1542","ESCRAVO","Ativacao",5.82,2.93
"1543","ESCRITOR","Valencia",7.02,1.92
"1544","ESCRITOR","Ativacao",2.57,1.81
"1545","ESCRITÓRIO","Valencia",5.7,2.18
"1546","ESCRITÓRIO","Ativacao",4.41,2.39
"1547","ESCURO","Valencia",4.49,2.26
"1548","ESCURO","Ativacao",3.67,2.86
"1549","ESFERA","Valencia",5.43,1.65
"1550","ESFERA","Ativacao",3.53,2.43
"1551","ESFOMEADO","Valencia",3.61,2.66
"1552","ESFOMEADO","Ativacao",5.22,2.89
"1553","ESMAGADO","Valencia",2.54,1.85
"1554","ESMAGADO","Ativacao",5.46,2.69
"1555","ESNOBE","Valencia",1.96,1.41
"1556","ESNOBE","Ativacao",5.22,3.03
"1557","ESPAÇO","Valencia",6.88,2.13
"1558","ESPAÇO","Ativacao",4.39,2.79
"1559","ESPANTADO","Valencia",4.47,1.93
"1560","ESPANTADO","Ativacao",4.8,2.87
"1561","ESPERANÇA","Valencia",8.29,1.37
"1562","ESPERANÇA","Ativacao",5.04,3.11
"1563","ESPERANÇOSO","Valencia",7.55,1.87
"1564","ESPERANÇOSO","Ativacao",4.08,2.76
"1565","ESPINGARDA","Valencia",2.82,2.28
"1566","ESPINGARDA","Ativacao",5.66,2.85
"1567","ESPINHO","Valencia",2.98,1.7
"1568","ESPINHO","Ativacao",4.45,2.89
"1569","ESPÍRITO","Valencia",6.87,2.04
"1570","ESPÍRITO","Ativacao",4.27,2.7
"1571","ESPOSA","Valencia",5.8,2.34
"1572","ESPOSA","Ativacao",3.71,2.72
"1573","ESPUMA","Valencia",6.77,1.95
"1574","ESPUMA","Ativacao",3.71,2.75
"1575","ESQUINA","Valencia",4.67,1.45
"1576","ESQUINA","Ativacao",3.27,2.48
"1577","ESTAGNADO","Valencia",3.54,1.97
"1578","ESTAGNADO","Ativacao",4.86,2.31
"1579","ESTÁTUA","Valencia",4.88,2.06
"1580","ESTÁTUA","Ativacao",2.53,2.22
"1581","ESTERCO","Valencia",3.26,1.93
"1582","ESTERCO","Ativacao",3.76,2.6
"1583","ESTÔMAGO","Valencia",5.14,2.15
"1584","ESTÔMAGO","Ativacao",3.71,2.45
"1585","ESTRANGEIRO","Valencia",6,1.91
"1586","ESTRANGEIRO","Ativacao",4.22,2.48
"1587","ESTRANHO","Valencia",4.58,1.73
"1588","ESTRANHO","Ativacao",5.16,1.93
"1589","ESTRELA","Valencia",7.75,2.01
"1590","ESTRELA","Ativacao",3.57,3.07
"1591","ESTRESSE","Valencia",2.22,1.77
"1592","ESTRESSE","Ativacao",6.51,2.77
"1593","ESTUPENDO","Valencia",3.88,3.47
"1594","ESTUPENDO","Ativacao",6.67,3.03
"1595","ESTÚPIDO","Valencia",2.21,1.98
"1596","ESTÚPIDO","Ativacao",6.18,2.71
"1597","ESTUPRO","Valencia",4.94,3.29
"1598","ESTUPRO","Ativacao",5.1,2.9
"1599","EVENTO","Valencia",7.03,2.4
"1600","EVENTO","Ativacao",4.51,2.93
"1601","EXAME","Valencia",4.22,2.13
"1602","EXAME","Ativacao",3.93,11.52
"1603","EXCELÊNCIA","Valencia",6.24,2.13
"1604","EXCELÊNCIA","Ativacao",4.35,2.41
"1605","EXCITAÇÃO","Valencia",7.73,1.75
"1606","EXCITAÇÃO","Ativacao",6.26,3.01
"1607","EXCURSÃO","Valencia",7.82,2.04
"1608","EXCURSÃO","Ativacao",4.85,3.15
"1609","EXECUÇÃO","Valencia",3.92,2.92
"1610","EXECUÇÃO","Ativacao",4.79,2.75
"1611","EXERCÍCIO","Valencia",6.68,2.36
"1612","EXERCÍCIO","Ativacao",4.7,2.82
"1613","EXÉRCITO","Valencia",4.67,2.3
"1614","EXÉRCITO","Ativacao",4.76,2.58
"1615","ÊXTASE","Valencia",7.34,1.92
"1616","ÊXTASE","Ativacao",5.44,2.77
"1617","EXULTANTE","Valencia",5.97,2.1
"1618","EXULTANTE","Ativacao",4.29,2.71
"1619","FACA","Valencia",3.9,1.96
"1620","FACA","Ativacao",5.21,2.45
"1621","FÁCIL","Valencia",7.31,2.16
"1622","FÁCIL","Ativacao",3.49,2.91
"1623","FAIXA","Valencia",4.67,1.14
"1624","FAIXA","Ativacao",4.24,1.64
"1625","FALCÃO","Valencia",5.82,2.04
"1626","FALCÃO","Ativacao",3.97,2.52
"1627","FALHA","Valencia",2.03,1.46
"1628","FALHA","Ativacao",6.93,2.18
"1629","FALIDO","Valencia",2,1.73
"1630","FALIDO","Ativacao",5.4,3.06
"1631","FALSO","Valencia",5.45,3.59
"1632","FALSO","Ativacao",5.03,3.27
"1633","FAMA","Valencia",6.73,2.04
"1634","FAMA","Ativacao",5.38,2.76
"1635","FAMÍLIA","Valencia",7.07,2.22
"1636","FAMÍLIA","Ativacao",4.09,3.05
"1637","FAMINTO","Valencia",2.94,2.54
"1638","FAMINTO","Ativacao",5.7,2.89
"1639","FAMOSO","Valencia",5.76,2.08
"1640","FAMOSO","Ativacao",4.24,2.23
"1641","FANTASIA","Valencia",7.06,2.08
"1642","FANTASIA","Ativacao",5.18,2.9
"1643","FAROL","Valencia",6.75,1.99
"1644","FAROL","Ativacao",5,2.7
"1645","FAROLETE","Valencia",5.2,1.81
"1646","FAROLETE","Ativacao",3.4,2.26
"1647","FASCINAR","Valencia",5.37,2.65
"1648","FASCINAR","Ativacao",4.39,2.51
"1649","FASE","Valencia",5.44,2.24
"1650","FASE","Ativacao",4.33,2.65
"1651","FATIGADO","Valencia",5.1,2.97
"1652","FATIGADO","Ativacao",4.72,3.06
"1653","FAVELA","Valencia",1.64,1.25
"1654","FAVELA","Ativacao",5.63,2.96
"1655","FAVOR","Valencia",7.62,1.78
"1656","FAVOR","Ativacao",3.75,2.71
"1657","FAVORITO","Valencia",7.27,2.07
"1658","FAVORITO","Ativacao",5.12,2.84
"1659","FAZENDA","Valencia",4.32,3.12
"1660","FAZENDA","Ativacao",4.43,3.08
"1661","FEBRE","Valencia",2.2,1.65
"1662","FEBRE","Ativacao",4.9,2.91
"1663","FEDOR","Valencia",5.58,3.61
"1664","FEDOR","Ativacao",5.43,3.43
"1665","FEITO","Valencia",3.17,2.25
"1666","FEITO","Ativacao",4.15,2.64
"1667","FELIZ","Valencia",8.69,1
"1668","FELIZ","Ativacao",4.13,3.44
"1669","FENO","Valencia",4.65,1.62
"1670","FENO","Ativacao",3.24,2.29
"1671","FERIADO","Valencia",4.99,3.49
"1672","FERIADO","Ativacao",4.55,3.23
"1673","FÉRIAS","Valencia",8.62,1.5
"1674","FÉRIAS","Ativacao",5.87,3.6
"1675","FERIDAS","Valencia",4.29,2.52
"1676","FERIDAS","Ativacao",4.65,2.51
"1677","FERIMENTO","Valencia",2.54,1.84
"1678","FERIMENTO","Ativacao",5.08,2.59
"1679","FERRAMENTA","Valencia",7.07,2.11
"1680","FERRAMENTA","Ativacao",4.78,2.79
"1681","FERRO","Valencia",4.91,1.72
"1682","FERRO","Ativacao",3.84,2.06
"1683","LANTERNA","Valencia",5.95,1.56
"1684","LANTERNA","Ativacao",3.06,2.21
"1685","LÁPIS","Valencia",6.24,1.62
"1686","LÁPIS","Ativacao",3.42,2.12
"1687","LAR","Valencia",8.23,1.73
"1688","LAR","Ativacao",3.43,2.88
"1689","LARVA","Valencia",3.07,1.89
"1690","LARVA","Ativacao",4.27,2.75
"1691","LEAL","Valencia",8.27,1.47
"1692","LEAL","Ativacao",3.21,2.7
"1693","LEÃO","Valencia",5.89,2.16
"1694","LEÃO","Ativacao",5.51,2.54
"1695","LEITE","Valencia",6.68,2.1
"1696","LEITE","Ativacao",3.01,2.35
"1697","LENDA","Valencia",6.36,1.69
"1698","LENDA","Ativacao",3.69,2.36
"1699","LENTO","Valencia",3.77,2.07
"1700","LENTO","Ativacao",4.66,2.98
"1701","LEPRA","Valencia",1.87,1.46
"1702","LEPRA","Ativacao",4.83,2.99
"1703","LÉSBICA","Valencia",4.01,1.9
"1704","LÉSBICA","Ativacao",3.65,2.72
"1705","LETÁRGICO","Valencia",3.93,1.77
"1706","LETÁRGICO","Ativacao",3.31,2.31
"1707","LETRA","Valencia",6.5,2
"1708","LETRA","Ativacao",3.4,2.57
"1709","LIBERDADE","Valencia",8.8,0.57
"1710","LIBERDADE","Ativacao",5.27,3.73
"1711","LÍDER","Valencia",6.92,1.96
"1712","LÍDER","Ativacao",4.27,2.89
"1713","LIGA","Valencia",5.88,1.47
"1714","LIGA","Ativacao",3.59,2.14
"1715","LINDO","Valencia",8.17,1.43
"1716","LINDO","Ativacao",3.9,3.31
"1717","LIVRAR","Valencia",6.26,2.16
"1718","LIVRAR","Ativacao",4.31,2.38
"1719","LIVRE","Valencia",8.37,1.48
"1720","LIVRE","Ativacao",3.95,3.29
"1721","LIVRO","Valencia",7.18,1.97
"1722","LIVRO","Ativacao",4.14,2.75
"1723","LIXO","Valencia",2.48,2.14
"1724","LIXO","Ativacao",5.14,3
"1725","LODO","Valencia",2.91,2.17
"1726","LODO","Ativacao",4.41,2.64
"1727","LOIRO","Valencia",5.97,1.95
"1728","LOIRO","Ativacao",3.37,2.48
"1729","LOTERIA","Valencia",7.03,2.15
"1730","LOTERIA","Ativacao",5.11,2.98
"1731","LOUCO","Valencia",3.87,2.33
"1732","LOUCO","Ativacao",4.9,2.79
"1733","LUCRO","Valencia",7.64,1.86
"1734","LUCRO","Ativacao",5.48,3.07
"1735","LUSTRE","Valencia",5.65,1.8
"1736","LUSTRE","Ativacao",2.58,1.92
"1737","LUTA","Valencia",5.66,2.81
"1738","LUTA","Ativacao",5.51,2.53
"1739","LUTO","Valencia",1.7,1.39
